獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號
8,12,13,14,20,24,28,29,30,34,36,42,45,54,61,65,70,72,74,79,12
2,11,13,20,24,30,36,37,39,45,48,51,54,55,58,59,62,67,69,80,80
5,7,13,20,24,30,33,35,36,40,42,45,50,60,61,62,64,75,77,80,80
1,4,5,10,13,15,19,21,23,28,29,34,48,56,57,63,69,70,73,78,15
6,7,8,17,20,36,37,38,39,41,44,60,67,68,69,70,72,73,77,80,73
5,20,22,24,31,33,35,36,40,43,44,46,53,57,60,64,69,70,72,80,72
4,7,11,12,20,25,26,28,32,34,36,37,39,43,48,53,54,55,70,75,7
3,6,8,11,12,18,21,26,31,32,34,41,47,51,55,64,65,67,75,80,3
5,7,14,17,18,20,21,22,28,29,32,34,44,46,49,65,75,76,79,80,44
3,7,8,13,17,19,21,30,33,34,37,39,43,53,70,73,74,75,77,78,33
4,6,8,9,24,27,30,33,36,40,41,43,49,50,56,64,68,70,71,77,71
3,6,7,9,11,14,16,17,18,20,22,35,48,51,54,60,66,68,69,72,69
2,11,16,21,24,27,32,33,36,42,45,47,58,60,64,70,73,75,76,80,42
12,15,16,20,22,25,34,36,37,39,40,50,54,58,59,64,65,67,73,75,59
1,3,7,8,14,15,19,23,28,32,33,39,43,46,50,53,54,66,73,80,7
1,3,7,9,10,16,19,27,28,38,40,44,50,55,57,65,68,75,77,80,38
8,9,17,24,28,35,36,37,38,39,44,54,59,61,62,65,72,75,76,79,17
2,5,6,7,8,14,15,24,26,28,32,38,40,46,52,53,59,76,77,78,59
7,8,14,15,17,26,28,30,40,44,48,55,57,61,65,69,70,73,77,79,77
1,2,8,11,18,21,22,24,25,26,31,34,49,52,55,59,60,67,69,74,31
3,13,14,16,20,25,26,31,33,35,38,40,43,46,51,52,58,61,71,78,38
4,9,10,12,18,23,26,28,34,36,40,42,45,49,51,54,60,61,62,63,12
7,9,11,17,25,28,30,32,41,43,47,50,56,62,68,71,72,74,77,78,25
5,7,8,10,12,13,20,22,25,35,36,37,40,45,50,55,62,66,68,75,50
2,3,4,6,9,14,19,26,28,39,43,44,48,58,60,67,68,69,77,80,14
3,5,18,24,30,31,32,38,39,41,42,44,46,48,54,55,56,62,63,67,63
2,3,4,8,14,18,21,22,23,27,30,31,36,39,46,49,52,64,75,77,64
2,3,4,13,19,23,28,35,37,45,46,47,54,57,59,61,62,63,76,78,23
3,6,7,10,16,17,22,36,37,45,46,50,51,52,53,54,57,64,72,77,53
2,4,15,19,21,24,25,27,31,42,44,46,48,49,53,55,62,66,73,78,55
4,5,6,9,18,19,21,22,29,30,31,34,35,36,38,44,51,52,57,74,52
5,10,15,23,25,27,28,37,38,47,50,53,55,57,67,69,73,75,78,80,55
1,2,4,9,26,33,34,37,40,48,51,55,59,63,64,66,71,74,75,77,75
2,3,4,9,10,12,13,16,21,23,25,30,31,35,36,40,49,54,72,79,12
4,7,18,26,28,31,32,36,37,45,48,52,59,60,64,65,72,77,78,79,79
1,6,7,13,15,29,30,33,34,46,47,49,54,56,59,66,68,75,78,80,66
6,7,10,13,20,23,25,28,30,31,37,43,53,61,67,68,72,73,75,76,37
3,5,8,11,19,29,30,32,34,37,40,41,45,50,51,56,63,71,74,80,40
1,8,9,16,21,22,29,33,41,42,46,52,53,55,59,62,64,65,68,75,53
8,9,10,14,16,21,34,39,42,46,63,67,71,73,75,76,77,78,79,80,80
9,11,14,19,20,23,26,36,39,40,45,46,56,58,60,66,68,71,74,76,23
2,3,10,11,13,14,23,28,37,44,47,51,52,58,61,63,70,75,78,80,51
7,8,13,16,17,19,28,30,32,35,37,40,46,48,51,54,57,60,73,78,78
1,4,10,11,20,22,23,32,35,37,45,53,65,67,68,70,72,73,76,79,76
10,14,19,22,23,26,31,32,34,39,43,45,52,54,55,58,60,70,74,75,52
9,11,16,17,26,32,34,38,40,43,45,46,47,48,52,61,64,69,78,80,61
4,5,6,7,16,18,25,26,27,30,33,34,37,47,53,57,60,69,72,73,30
3,9,11,12,13,21,24,30,33,38,42,48,55,56,61,63,64,67,72,75,48
2,4,6,10,14,24,26,30,32,33,34,35,44,54,60,70,73,74,76,77,4
9,10,11,14,16,19,20,22,26,28,36,38,46,47,61,64,65,67,75,80,14
1,4,15,25,27,28,31,33,34,35,39,42,47,49,53,70,73,75,79,80,42
1,2,4,9,15,23,25,28,37,41,45,46,54,60,62,66,67,71,74,76,37
4,12,14,15,20,22,25,33,37,41,46,50,51,52,55,56,57,60,75,80,60
5,14,16,21,23,27,28,32,38,44,53,55,57,61,62,71,73,74,77,79,5
2,7,17,18,20,26,28,33,34,42,52,54,56,59,64,66,69,72,73,80,69
2,4,5,13,14,15,18,24,39,45,46,54,55,58,61,62,63,64,68,76,54
8,9,10,11,12,19,20,28,30,32,33,40,46,48,62,63,64,66,69,76,66
8,12,18,25,26,27,33,39,41,44,45,46,47,56,58,61,71,74,75,77,47
11,12,13,18,21,28,35,36,39,40,44,49,56,61,62,64,65,67,73,79,64
1,3,4,9,11,15,20,21,24,27,29,31,34,41,43,46,53,62,70,72,1
2,5,7,9,22,26,35,40,42,45,51,53,59,60,61,66,67,69,71,77,69
2,3,4,20,24,25,26,27,28,36,37,40,47,49,55,65,68,74,78,79,36
1,14,15,22,26,27,29,31,41,43,49,51,54,56,60,62,72,75,77,80,31
3,4,5,12,17,18,19,21,35,38,40,41,42,43,46,48,59,61,79,80,17
3,4,10,11,20,26,33,36,41,43,48,51,54,55,56,57,59,62,68,74,3
4,7,12,17,20,22,23,26,27,29,32,38,44,45,57,58,69,71,72,78,17
3,8,9,10,15,18,20,26,30,32,39,42,47,48,51,61,72,75,76,80,26
7,12,15,17,21,26,28,32,37,41,42,48,49,52,54,61,69,73,77,79,52
6,12,13,20,28,30,31,32,34,38,42,44,46,48,53,55,57,60,70,75,20
3,6,9,10,16,20,30,34,38,44,49,55,57,58,59,66,67,72,76,80,20
7,8,19,20,25,31,32,35,42,45,49,51,53,55,57,59,64,67,71,77,59
1,2,3,4,10,12,17,26,28,38,42,46,49,51,52,58,62,65,73,74,73
1,3,4,14,15,16,21,24,34,35,39,42,45,51,53,58,60,61,72,79,14
1,11,14,15,20,26,27,31,36,41,42,44,46,60,64,69,72,74,76,79,15
1,13,15,16,22,28,39,42,46,49,50,51,54,56,59,63,68,70,75,77,28
2,3,4,6,7,17,18,19,22,24,27,34,44,46,52,63,65,72,76,80,2
2,11,14,17,18,22,29,31,38,42,44,45,48,52,59,60,64,66,78,80,66
1,2,5,8,12,21,22,30,33,34,41,44,46,49,54,61,62,68,70,77,54
2,3,10,12,13,15,18,19,26,29,42,44,53,58,66,67,68,77,78,79,42
6,11,14,17,18,24,29,30,31,35,39,51,59,61,65,66,69,71,79,80,11
7,11,12,13,24,25,28,32,34,41,43,45,54,55,62,71,75,77,79,80,71
1,9,16,25,29,31,33,35,38,43,52,56,58,59,60,61,67,70,73,80,25
4,5,6,7,13,14,15,21,30,31,37,43,46,50,55,64,69,71,76,78,21
1,2,9,15,17,20,29,31,32,40,41,42,53,60,62,64,66,76,77,79,41
9,13,14,15,17,19,20,30,47,48,51,55,56,66,68,71,73,74,76,80,68
1,2,10,17,18,19,24,26,28,32,39,53,57,59,63,65,67,72,73,80,65
3,4,13,19,25,40,41,47,48,49,51,53,57,58,63,65,66,70,72,80,41
2,6,9,15,19,20,23,28,33,38,39,47,50,53,58,66,68,70,74,79,23
3,7,10,11,24,25,26,30,31,35,37,41,42,46,47,49,57,60,75,79,60
1,6,10,11,12,13,20,21,22,31,40,41,45,52,57,67,70,75,77,78,13
3,4,8,10,24,26,31,33,35,39,46,51,54,56,63,64,66,67,74,78,54
2,3,7,8,14,23,26,27,30,38,43,44,51,52,54,64,68,72,78,79,72
3,4,7,14,32,38,44,45,50,52,54,59,60,62,63,64,65,75,77,78,64
1,2,4,6,13,15,24,26,29,45,51,56,57,62,64,65,66,72,74,77,65
5,6,11,12,14,15,19,25,26,29,30,32,33,40,41,45,49,72,77,79,49
5,6,9,17,19,30,33,38,39,43,44,47,50,54,62,63,65,71,72,79,63
2,10,16,20,21,23,25,34,38,39,42,52,57,58,59,64,65,67,73,79,59
2,8,11,13,15,17,23,26,28,33,34,40,42,43,45,55,58,59,68,70,2
7,11,16,17,21,26,29,30,45,47,48,51,52,56,58,62,72,74,75,78,30
9,10,11,17,21,23,29,31,35,49,54,55,61,64,66,70,74,77,78,80,54
4,7,10,16,17,22,30,31,36,49,50,61,63,66,70,71,72,73,74,77,63
2,5,6,11,17,20,23,27,32,39,42,44,51,53,61,63,66,71,73,80,66
1,4,6,9,18,20,21,29,31,37,39,40,46,51,52,53,60,69,73,77,4
8,10,11,19,28,35,41,45,46,47,48,58,59,60,62,63,70,73,74,79,59
1,2,10,12,14,23,27,33,34,43,47,51,54,58,62,63,72,73,74,78,78
1,3,7,15,17,19,28,29,31,33,35,36,41,42,46,49,59,61,63,64,15
1,2,15,18,23,24,26,27,29,33,34,36,50,56,60,61,64,68,74,78,36
2,3,4,6,16,18,21,25,28,35,41,42,43,45,58,60,62,75,76,80,3
1,2,6,17,19,22,23,37,41,43,45,47,54,55,56,57,59,60,61,64,6
2,3,4,12,24,25,26,39,41,42,44,49,55,61,63,71,72,74,75,78,41
14,16,17,18,24,25,28,30,42,46,49,50,58,61,64,65,66,69,71,78,30
1,8,10,20,21,22,25,31,33,40,42,43,45,48,53,58,59,60,65,70,40
5,12,16,22,23,26,28,32,34,45,48,50,52,53,56,62,65,68,74,77,48
3,6,12,14,16,19,20,23,26,31,32,36,39,43,44,56,57,65,68,79,32
1,4,13,20,23,24,32,36,38,41,47,48,56,59,60,61,69,71,73,76,59
5,12,16,21,26,29,32,35,36,41,43,51,53,61,64,69,74,76,77,79,76
1,7,10,13,14,17,20,26,37,47,48,58,59,60,68,69,71,72,79,80,71
1,4,11,18,28,35,38,42,45,48,54,58,60,62,65,66,70,72,79,80,42
2,5,9,16,18,29,36,38,39,40,43,45,50,54,64,65,70,71,76,80,43
1,2,7,11,14,15,16,19,24,27,32,35,40,42,45,52,59,64,76,79,11
3,4,5,7,8,10,14,20,21,23,27,29,33,44,60,63,66,69,72,73,7
6,10,17,20,23,24,31,41,42,43,50,55,56,57,59,62,63,67,74,75,56
2,5,10,18,31,35,38,40,43,44,47,48,58,65,66,68,69,72,73,77,72
2,4,5,6,17,21,30,35,36,37,46,53,57,64,67,70,73,74,75,79,30
6,9,14,16,23,27,31,32,35,40,42,44,45,49,55,58,63,65,66,69,66
3,7,9,13,15,16,20,23,25,32,36,49,52,57,61,62,63,65,75,78,23
9,18,21,23,26,29,30,32,47,48,50,52,55,57,59,72,73,76,78,80,52
3,7,9,14,29,31,32,38,40,44,45,47,48,49,56,57,61,67,77,78,45
1,6,7,10,12,24,26,28,36,42,46,54,58,61,62,66,70,71,75,80,71
9,12,13,19,25,26,30,35,36,40,41,49,55,61,62,68,69,72,74,76,9
1,7,8,13,22,27,28,29,31,34,39,41,50,58,63,66,71,74,76,77,7
10,12,15,18,22,23,29,30,33,34,38,40,42,54,63,65,66,71,72,79,79
2,6,11,15,23,34,40,41,42,43,48,50,56,61,63,65,66,72,75,76,6
3,4,6,8,9,10,13,18,20,27,32,34,39,41,50,52,53,60,62,69,20
3,11,13,15,16,18,24,30,39,42,46,48,51,56,57,60,65,70,73,78,56
5,17,22,24,35,36,38,40,44,48,49,55,57,59,61,65,66,70,76,77,70
7,8,10,11,13,21,25,27,29,30,44,52,53,54,55,58,64,66,75,78,53
8,18,19,20,21,22,33,35,42,47,48,51,52,53,55,57,68,70,71,74,57
3,4,7,8,11,14,16,20,35,36,39,42,44,48,51,61,62,65,68,79,20
3,5,8,11,22,26,30,31,35,36,39,42,51,59,60,70,71,74,77,79,77
1,2,7,14,15,18,19,25,28,29,31,37,42,46,52,57,66,68,69,70,68
1,11,14,15,20,21,26,29,30,32,38,39,40,41,43,46,53,59,63,73,46
3,4,6,11,14,18,21,25,29,30,35,39,42,47,50,57,58,69,77,79,39
18,26,27,28,33,34,36,48,51,52,56,59,62,65,67,71,72,73,76,77,67
13,14,22,23,24,25,27,30,40,45,47,51,53,54,57,59,67,71,74,76,25
5,6,23,24,28,29,39,42,43,44,45,48,51,58,59,63,65,67,72,77,39
4,7,9,11,13,20,25,26,27,28,32,33,35,36,39,55,58,62,71,77,28
5,8,11,15,19,23,26,38,42,44,46,48,49,51,54,57,60,67,70,74,54
2,6,11,15,22,25,31,36,37,41,45,51,59,60,63,64,69,75,76,79,64
3,20,22,24,27,28,29,33,47,49,53,56,61,62,64,69,72,78,79,80,33
2,10,11,21,26,27,28,30,34,37,42,44,45,46,47,49,52,71,74,77,52
3,5,6,17,18,19,20,31,34,35,37,49,50,59,68,69,72,75,76,78,37
3,9,10,11,13,15,30,31,38,39,40,42,44,46,52,55,56,61,63,79,55
1,4,7,11,14,21,25,26,34,35,37,38,39,40,50,58,59,68,77,79,26
3,5,7,8,16,17,20,22,25,30,32,46,50,59,64,67,72,77,78,79,30
1,4,6,12,19,25,26,29,31,32,35,36,42,43,50,54,56,71,77,78,4
8,10,12,17,20,21,22,28,30,31,35,36,39,43,56,67,70,73,74,76,20
8,10,15,24,26,27,30,31,32,38,41,46,48,49,51,52,57,68,72,79,10
4,6,8,17,19,21,31,32,33,36,40,42,43,51,55,57,62,65,67,72,40
3,4,13,15,17,20,25,26,29,31,39,41,44,48,55,63,65,70,72,77,39
2,8,10,11,12,14,15,17,19,23,25,35,39,42,56,58,69,76,77,79,79
7,14,17,18,20,21,23,28,31,33,34,51,52,54,60,63,64,68,70,72,33
4,5,6,8,9,10,11,15,16,23,35,40,49,52,62,67,70,74,75,79,16
1,3,13,18,26,33,34,36,38,49,51,54,55,61,63,72,73,78,79,80,33
2,6,7,8,10,14,18,21,27,36,38,42,43,46,48,50,52,59,62,68,38
1,2,3,5,14,17,20,21,22,30,34,39,45,48,58,63,65,66,70,75,2
2,9,10,11,13,14,27,32,36,39,40,43,48,51,53,62,66,75,78,79,32
6,8,10,11,14,15,17,19,20,21,23,31,38,39,47,51,59,61,68,71,68
12,14,15,17,27,28,32,40,45,47,48,49,51,54,55,60,62,66,72,76,54
1,7,20,23,24,28,34,35,36,37,38,40,43,45,49,57,63,70,71,72,49
1,2,6,9,24,37,39,40,45,47,48,50,52,55,56,59,67,69,70,79,52
2,3,5,10,11,12,13,16,18,23,28,29,30,41,48,52,53,55,58,61,5
4,5,10,14,15,16,24,27,29,35,47,51,52,53,57,62,63,67,71,78,4
1,5,10,12,13,16,23,24,28,29,36,37,47,48,51,55,65,67,75,80,28
3,7,9,10,14,15,23,42,43,48,49,50,53,58,60,62,66,71,77,80,14
3,4,5,12,18,21,24,29,37,46,47,48,50,55,58,59,70,71,74,76,70
6,7,14,22,29,32,35,40,45,46,47,56,57,60,64,67,74,75,76,78,35
3,7,8,12,13,14,19,21,29,35,38,40,46,49,54,61,66,67,73,75,7
3,5,19,22,24,25,39,40,42,45,46,52,62,64,65,67,70,71,72,75,72
2,3,7,10,16,20,21,24,28,31,33,35,41,45,47,48,53,63,76,79,33
3,8,13,15,16,19,29,30,40,44,46,47,54,55,65,67,68,69,71,72,13
7,13,14,18,21,25,30,35,44,49,50,51,56,57,62,72,73,75,78,80,14
9,18,19,23,26,27,28,45,46,47,50,51,60,61,66,67,68,73,75,79,26
2,7,14,15,16,22,27,29,38,39,40,42,44,52,54,62,70,73,77,78,44
2,12,13,21,37,39,41,42,51,54,58,59,62,64,68,70,71,74,75,78,62
3,6,7,10,14,17,18,25,27,28,34,35,41,46,58,59,60,64,78,79,60
2,3,6,18,19,24,27,32,36,39,40,42,45,49,52,61,62,66,68,76,2
3,5,6,8,11,14,15,16,17,19,29,32,37,48,49,62,64,69,72,80,17
1,5,19,21,24,30,31,32,35,38,39,43,45,46,51,62,64,76,78,80,19
3,5,8,9,15,16,31,36,39,41,42,45,49,52,54,55,57,66,77,78,77
5,6,14,15,17,19,28,31,33,35,42,49,52,53,64,65,71,73,74,77,17
4,7,9,17,23,25,27,30,38,42,49,54,59,60,61,63,71,77,78,79,9
3,4,11,16,23,34,37,40,41,44,45,46,49,51,52,62,63,65,67,75,4
7,21,23,25,26,28,31,32,36,50,62,64,66,67,68,69,70,71,72,73,68
1,12,13,26,31,35,39,41,44,47,49,50,55,62,65,67,68,69,76,80,31
2,5,6,8,14,23,26,36,40,46,47,53,55,60,64,65,67,72,78,80,26
6,18,21,24,30,36,38,40,43,44,45,50,51,57,70,72,73,74,77,80,80
2,3,5,6,8,14,21,22,23,24,28,41,44,47,55,60,63,65,75,80,14
2,4,7,14,17,20,23,24,28,33,35,41,49,51,56,60,72,77,79,80,60
1,9,16,25,28,37,38,40,41,43,50,55,56,62,63,64,69,70,73,75,73
7,10,13,16,20,21,23,27,32,46,47,50,51,56,60,69,70,74,75,78,21
10,11,14,19,28,29,30,31,32,39,49,50,51,58,59,61,62,65,71,74,28
2,3,4,6,12,15,23,26,30,31,32,34,41,50,56,65,71,72,77,79,77
2,4,9,21,25,28,29,34,39,44,47,49,53,56,60,66,68,72,73,75,72
1,4,6,12,14,26,37,42,43,44,45,47,48,53,57,61,66,67,68,79,61
1,12,15,21,22,24,30,32,41,45,46,50,53,67,68,71,73,74,79,80,12
2,3,9,10,15,18,19,21,33,37,38,44,45,49,57,59,61,63,73,75,15
1,7,8,19,21,30,35,37,42,48,49,58,60,62,68,69,71,76,79,80,58
9,15,17,18,25,26,27,28,34,39,43,49,50,51,54,57,64,69,72,78,49
4,6,9,10,17,18,21,22,25,27,36,43,54,55,59,66,67,70,72,77,55
2,8,12,13,15,18,20,21,23,25,31,34,38,39,42,56,63,66,74,78,42
2,8,10,15,20,21,24,25,29,32,35,36,37,38,40,45,49,54,60,79,21
5,8,16,17,18,20,24,25,27,28,30,31,34,44,45,46,51,53,61,69,24
1,9,17,18,23,27,31,32,37,43,48,49,51,56,62,69,73,74,75,79,62
4,5,6,17,21,22,25,32,33,45,55,57,59,60,61,65,70,74,76,77,77
2,4,5,6,9,12,13,14,22,24,27,36,40,46,47,49,56,64,68,77,14
1,5,8,9,16,19,21,22,28,29,32,36,41,51,53,55,56,60,73,80,55
5,8,14,15,16,22,23,24,27,28,30,33,40,47,49,50,59,64,75,78,14
1,2,5,8,11,17,19,20,26,28,35,37,43,49,50,52,57,60,61,65,35
2,3,8,17,26,32,38,40,41,42,47,48,51,61,62,64,65,68,71,78,61
1,2,10,14,23,24,25,26,29,30,38,43,45,52,53,57,58,61,70,77,52
4,8,9,12,13,19,22,23,26,27,46,51,53,54,57,59,60,66,73,79,57
6,7,9,10,11,12,15,17,20,31,36,39,41,43,46,54,57,60,66,70,7
2,5,6,9,13,20,21,24,27,28,32,33,36,44,46,50,57,66,67,78,28
1,3,11,12,14,18,20,21,23,27,36,41,43,44,50,56,63,66,67,68,50
1,4,13,19,22,23,24,30,36,37,47,50,57,58,61,64,69,71,72,78,22
7,8,11,14,19,24,32,35,37,40,44,45,50,54,56,68,69,70,72,73,68
1,6,7,8,10,15,25,28,29,35,41,45,47,48,49,60,61,66,71,74,41
1,9,13,14,21,23,25,43,45,46,51,52,54,59,66,67,70,71,73,80,70
6,7,10,12,21,23,25,28,31,36,38,40,44,45,51,52,54,55,63,65,44
1,3,10,21,23,28,31,32,40,41,42,43,48,53,56,57,60,63,66,79,32
2,3,8,16,17,18,21,24,31,38,50,52,54,59,63,66,67,69,70,74,38
4,8,9,20,22,27,37,45,48,53,54,57,59,60,62,66,69,72,74,75,45
1,5,17,20,23,26,30,31,32,35,39,41,45,48,55,57,62,64,66,75,26
3,4,6,15,17,20,22,34,43,46,47,50,54,55,57,60,62,65,71,79,15
11,12,13,17,22,26,30,32,35,38,44,48,51,57,62,68,71,72,79,80,30
1,2,11,16,17,21,23,26,29,31,34,49,51,53,54,56,63,71,73,76,71
3,14,20,25,27,34,37,40,41,43,45,48,52,55,59,60,63,69,71,80,37
1,2,3,5,12,15,23,27,34,38,39,41,47,50,58,59,62,71,74,79,58
3,4,10,13,14,16,21,25,29,33,35,36,38,45,55,57,66,67,70,73,67
2,3,7,10,14,15,16,29,35,39,48,50,53,55,62,65,67,68,69,75,7
1,2,4,11,17,19,21,27,35,38,41,43,46,47,48,54,70,73,75,79,38
2,9,15,19,22,26,27,31,33,34,40,48,50,58,62,63,64,69,73,78,63
2,4,6,8,11,13,14,20,22,26,27,29,38,43,46,49,53,56,66,77,56
3,4,7,8,9,14,18,26,30,34,38,39,44,45,47,61,63,69,77,78,45
2,5,10,11,21,26,33,34,36,43,49,50,52,54,55,56,59,71,76,78,50
1,2,6,7,9,12,18,23,25,26,27,31,33,36,46,48,49,62,63,65,46
1,2,5,9,10,18,21,25,26,28,29,42,46,47,51,56,58,61,62,76,42
2,3,4,5,8,9,11,12,15,24,26,28,33,38,44,48,61,67,72,78,2
1,3,4,6,16,25,30,31,34,42,45,47,53,56,60,62,72,73,75,80,60
1,3,6,11,15,18,24,37,38,43,48,52,54,57,61,67,71,72,74,77,24
4,7,8,9,11,13,19,28,29,32,34,35,39,41,45,50,57,63,69,79,19
1,11,18,26,34,35,36,41,44,47,48,53,54,58,60,64,66,70,73,77,77
10,12,14,19,22,25,36,37,38,47,51,53,59,60,64,65,70,73,74,80,80
1,3,9,11,18,19,25,26,29,30,31,32,40,41,50,57,66,74,76,80,3
5,15,16,20,22,24,26,30,33,40,42,49,51,56,59,63,67,69,72,76,72
5,7,10,11,17,19,22,23,26,33,37,39,40,55,57,58,59,62,79,80,62
1,2,3,11,12,15,22,29,30,34,40,41,49,50,58,62,73,74,77,78,12
5,6,10,12,19,23,29,30,32,37,38,39,48,50,55,63,65,67,72,80,63
1,12,18,23,24,25,32,34,39,41,44,45,53,54,56,58,62,66,67,72,67
2,5,9,15,20,24,27,45,46,56,58,59,60,62,65,66,68,69,73,80,15
1,5,8,9,10,14,15,24,26,30,40,45,47,50,53,57,62,69,72,75,1
4,10,18,22,24,30,34,35,44,53,56,58,64,66,67,69,70,71,72,79,35
2,7,9,10,13,14,22,24,27,35,41,42,44,46,49,50,51,60,61,79,27
2,6,9,18,23,29,34,35,36,39,40,41,46,49,54,55,58,59,65,78,46
13,18,19,20,23,24,27,28,29,34,36,37,44,53,54,57,65,72,75,79,36
4,6,7,12,13,19,20,23,36,37,38,44,45,46,56,59,62,64,70,75,37
3,6,11,12,13,24,27,40,43,46,49,51,54,57,64,66,70,71,74,75,75
1,3,9,19,20,33,39,41,49,50,51,52,54,60,66,70,71,72,75,79,41
1,3,5,16,17,20,21,24,25,27,28,36,37,48,50,52,65,70,73,80,27
11,18,20,30,40,41,42,43,53,54,55,57,58,59,60,66,69,74,75,79,59
5,10,17,22,30,32,34,35,44,48,49,53,54,56,62,63,67,72,73,75,54
1,3,4,6,16,19,21,26,31,34,35,38,39,40,49,53,54,57,66,77,16
6,8,11,13,24,25,30,40,42,47,48,53,54,58,60,62,66,78,79,80,11
1,14,17,32,33,35,37,43,46,48,53,55,56,58,60,66,67,69,71,76,14
3,5,6,10,15,18,23,27,33,39,40,45,52,53,60,62,63,64,66,67,64
4,8,9,11,20,26,29,31,32,33,38,40,44,49,55,56,57,58,59,62,8
2,3,10,12,13,15,17,18,19,20,31,33,37,40,41,55,58,65,70,76,76
2,9,14,15,17,19,20,21,24,29,33,42,44,46,52,59,66,70,74,75,42
2,6,8,12,22,27,28,29,31,50,55,61,63,64,66,67,68,72,74,79,68
3,4,8,10,16,22,27,28,33,37,43,49,51,54,56,57,58,63,71,79,4
2,7,14,15,17,22,24,31,33,38,39,41,51,56,62,68,71,72,78,79,7
13,16,18,21,28,36,38,42,45,48,51,55,59,61,64,68,70,74,75,79,21
1,5,13,20,22,29,30,32,38,40,46,51,52,53,54,68,73,74,76,79,29
2,3,5,10,12,22,25,27,28,29,30,37,38,45,46,47,51,54,61,68,3
1,4,9,15,20,29,32,36,46,58,59,61,62,63,64,66,68,74,78,79,59
2,9,10,11,14,22,29,41,44,47,48,49,55,58,60,68,72,73,77,79,14
12,14,16,17,23,27,30,32,38,39,44,46,50,51,56,57,63,72,76,77,63
4,6,8,13,14,17,19,22,24,25,37,39,40,41,50,51,62,64,71,72,40
2,9,10,13,17,23,29,30,33,34,37,40,43,44,51,62,64,72,74,76,43
1,6,7,21,22,29,43,44,47,49,51,53,58,60,61,62,65,71,78,79,29
3,4,6,15,20,21,22,27,29,33,36,43,47,57,64,65,66,74,78,80,36
4,6,9,20,30,32,36,38,39,42,43,45,50,58,61,62,63,67,69,72,38
1,2,12,14,19,23,30,35,37,38,40,43,45,48,51,53,54,61,68,72,45
9,10,17,26,29,31,32,37,40,47,50,52,56,57,60,63,64,74,77,80,29
7,10,17,19,21,22,23,26,35,42,46,56,59,66,68,69,71,73,75,79,26
5,6,10,13,15,19,22,26,29,35,39,41,51,59,60,62,63,70,71,78,19
2,4,6,10,13,14,16,20,28,31,44,46,50,54,62,63,64,68,70,80,14
1,4,9,13,19,20,26,30,35,37,38,41,42,54,58,63,70,75,78,79,37
1,13,15,17,19,32,33,44,49,54,55,61,65,67,69,71,72,76,77,78,44
4,7,8,15,18,27,39,41,43,47,50,51,53,56,60,63,64,71,77,80,7
7,9,10,13,15,17,19,23,25,30,32,33,36,43,45,50,51,53,61,66,43
2,6,9,10,14,17,20,21,22,27,42,44,52,53,55,58,61,64,68,75,22
4,6,16,19,26,33,36,38,42,44,48,55,56,59,61,62,66,67,70,77,26
1,3,4,24,27,31,37,38,39,40,41,44,45,46,53,54,56,70,74,75,45
2,5,18,19,23,25,27,34,36,39,42,43,44,47,50,53,61,64,76,80,19
1,7,11,13,15,25,26,28,29,31,34,36,39,46,48,49,61,65,66,73,28
5,7,9,10,12,15,21,24,27,35,39,42,45,50,53,57,59,72,73,77,39
2,3,4,7,8,12,16,17,18,21,22,25,27,39,40,53,64,70,77,80,16
3,5,12,14,18,22,24,28,30,31,40,41,43,46,59,60,61,71,73,76,76
1,5,9,18,22,26,27,32,40,45,48,51,54,55,56,65,70,73,77,79,77
4,5,7,8,9,19,20,22,23,28,40,47,51,61,64,65,70,72,79,80,5
7,9,12,15,17,28,34,38,41,42,46,47,57,64,65,69,70,71,79,80,46
1,4,11,14,23,24,29,30,33,37,49,52,55,60,65,68,70,72,75,78,1
8,15,20,22,23,25,29,33,34,37,38,45,46,48,50,62,65,71,74,78,29
4,5,8,9,13,14,15,19,21,23,26,31,42,45,50,53,56,63,67,78,5
10,20,21,23,26,27,28,30,32,34,38,41,46,54,62,72,73,75,78,80,32
3,4,6,7,8,13,20,22,25,33,37,39,41,51,54,60,63,73,77,78,60
2,6,11,14,20,28,30,31,33,37,38,44,49,50,57,61,64,67,68,79,6
4,5,6,9,10,28,30,31,32,44,45,50,53,60,64,70,75,76,77,78,75
6,12,14,23,25,29,30,34,40,41,42,43,50,54,55,64,67,72,78,79,34
3,6,8,18,23,24,30,39,40,44,46,48,54,57,58,70,71,74,76,77,48
2,3,9,10,11,15,17,21,23,32,35,40,44,53,59,65,68,69,71,72,59
2,5,6,8,12,21,25,28,33,36,37,40,41,43,48,56,57,58,70,78,57
2,7,13,14,19,31,34,36,40,42,46,49,54,56,57,60,65,66,69,80,54
1,3,7,16,17,18,20,23,26,33,39,43,45,55,56,66,76,77,78,80,43
1,2,6,7,8,10,11,18,24,30,34,35,39,40,48,53,55,65,66,73,30
13,23,28,31,36,37,38,43,47,50,56,61,63,66,67,68,72,73,75,80,63
1,4,8,10,13,17,20,23,30,33,39,40,45,49,56,57,65,69,70,76,65
6,11,16,19,22,24,26,42,46,48,51,56,59,62,65,67,68,71,73,80,73
