獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號
9,16,22,23,24,26,35,40,41,44,45,54,57,58,62,65,67,71,74,75,62
4,8,10,15,19,23,24,27,35,36,41,43,50,55,58,61,65,66,68,79,23
10,22,24,26,27,33,40,44,47,51,53,54,55,61,65,67,73,75,76,80,26
2,3,4,6,8,10,15,18,30,33,36,41,42,43,46,56,62,70,73,80,30
1,8,11,14,21,30,33,35,39,41,46,48,52,53,55,56,59,60,71,77,48
5,7,13,15,16,18,25,26,28,31,34,37,51,53,54,59,63,64,65,72,18
6,10,12,13,21,22,25,27,32,40,46,48,54,56,60,62,67,68,76,77,46
2,9,12,14,16,21,26,28,30,31,50,51,53,56,66,70,73,76,77,80,31
3,4,5,8,15,20,23,25,27,39,44,46,51,52,55,58,60,64,72,73,15
2,12,13,16,18,22,24,31,33,34,36,37,41,55,61,70,71,72,77,78,41
10,11,20,25,34,35,37,42,46,49,55,59,63,65,71,73,76,77,79,80,35
3,4,5,20,22,26,28,36,44,49,53,54,59,60,62,68,69,72,73,77,44
2,3,7,8,15,17,18,22,28,31,36,38,40,48,61,63,64,66,69,74,17
4,5,9,10,14,22,27,30,41,42,46,48,54,56,58,60,61,66,76,80,4
1,6,23,28,30,32,44,51,52,56,58,60,63,64,66,72,74,77,78,80,32
1,3,6,10,17,25,30,33,36,43,45,51,56,61,64,68,69,71,72,76,25
1,5,7,10,21,28,36,43,44,48,54,56,57,58,60,70,74,75,76,77,43
10,14,16,23,24,25,31,32,33,34,38,46,48,49,50,54,55,60,75,76,23
3,5,9,18,25,30,35,38,45,47,50,52,57,60,62,65,66,73,76,80,25
6,7,8,11,16,22,23,25,27,36,37,45,53,54,57,64,65,66,75,77,65
6,7,10,28,31,32,33,35,37,43,45,47,51,59,60,61,63,70,77,79,43
2,3,4,7,16,20,22,24,29,34,45,47,57,58,59,62,63,69,70,72,4
3,13,19,30,32,34,38,40,49,52,56,60,61,64,65,67,69,75,76,80,13
5,8,11,13,29,31,35,41,44,47,58,59,60,61,65,67,71,73,74,75,59
2,3,7,10,12,14,23,27,32,34,39,40,43,46,47,49,56,62,66,70,62
2,3,5,9,10,11,18,19,21,22,23,29,35,36,38,40,55,56,66,80,80
2,4,7,11,15,20,22,30,38,41,43,49,56,59,62,64,65,68,73,75,2
1,6,8,9,16,34,35,36,40,46,53,57,60,65,66,67,68,74,78,79,40
3,4,7,13,22,23,24,31,32,36,40,50,52,57,59,64,70,71,73,77,70
1,2,4,8,10,11,13,17,25,27,28,31,41,53,56,59,64,66,77,78,2
7,12,13,14,15,17,20,27,30,33,35,44,45,47,50,52,57,62,66,74,35
7,11,20,28,32,33,34,39,42,45,46,47,49,56,59,61,62,66,72,78,46
2,3,14,17,21,26,27,36,38,39,41,42,46,53,54,60,67,68,71,80,53
1,5,11,12,15,18,23,28,34,41,42,53,54,63,64,68,69,75,76,78,34
4,5,7,10,12,13,15,19,20,44,46,47,51,52,53,54,72,75,76,80,47
3,11,13,14,24,26,34,42,45,46,54,57,60,62,68,69,70,71,77,78,45
5,6,7,8,10,12,20,21,24,28,29,31,32,45,54,55,64,71,73,74,54
10,11,14,17,21,23,37,40,41,47,50,53,55,61,65,68,70,71,72,79,71
9,12,15,17,19,21,22,31,36,38,39,47,58,61,66,70,72,75,77,79,72
1,3,8,9,11,13,25,27,29,34,35,43,47,50,53,54,65,72,75,80,34
2,3,5,10,12,13,17,19,24,40,42,46,47,48,49,52,64,74,75,80,46
2,3,10,20,21,26,27,36,39,41,51,52,56,58,59,62,63,64,65,74,36
6,10,11,13,20,21,22,23,27,33,34,35,39,40,41,50,58,62,66,80,34
1,2,4,14,21,27,35,43,46,47,49,50,51,56,63,66,68,69,79,80,69
1,5,7,14,16,17,26,29,31,35,46,47,49,52,59,62,65,67,68,80,5
5,8,12,13,15,16,20,27,30,34,35,43,49,51,56,59,66,69,71,80,59
2,3,5,8,11,13,17,20,23,26,30,34,40,47,50,52,60,63,70,79,60
4,9,11,12,18,25,26,30,31,33,34,45,48,56,57,60,69,73,75,79,4
1,2,12,15,18,23,24,27,31,33,35,42,44,51,57,60,70,76,78,79,15
5,7,8,10,12,13,15,17,38,40,47,49,50,51,55,59,64,67,72,79,7
2,4,6,7,11,18,21,24,28,33,34,37,41,53,60,66,72,75,77,80,77
1,17,28,29,31,32,33,34,43,47,48,50,58,63,64,65,73,75,79,80,48
2,8,13,14,22,23,32,33,36,41,44,47,53,59,61,62,65,66,69,72,65
1,6,9,13,17,20,22,28,39,42,44,53,56,60,66,72,73,74,78,80,60
1,3,4,6,7,10,11,15,17,19,21,27,29,33,34,44,56,58,63,64,33
5,7,8,13,19,26,29,33,35,37,39,41,43,46,52,54,56,60,65,76,19
2,3,4,9,13,17,19,22,24,36,39,40,43,48,53,62,68,69,71,77,43
3,6,8,11,12,13,16,22,25,27,34,45,50,54,64,71,73,74,77,79,27
14,16,21,23,35,39,43,46,47,51,58,61,66,69,71,72,73,74,75,80,73
1,7,15,16,17,20,26,39,44,49,51,53,57,60,62,66,68,73,76,80,39
3,6,9,11,15,19,20,24,25,26,27,28,29,38,42,46,47,51,58,66,26
1,3,5,15,17,18,38,42,43,45,48,53,56,59,64,68,69,73,74,79,15
2,9,10,14,16,24,25,26,28,38,45,49,52,60,61,62,70,73,76,80,2
2,9,11,12,18,19,20,37,39,44,45,50,51,60,61,62,68,69,74,79,60
1,2,3,10,15,16,19,20,22,31,34,37,40,43,49,54,59,67,68,80,67
5,6,14,18,19,25,32,33,36,42,43,45,58,60,66,67,71,72,74,80,74
8,9,10,12,18,22,25,33,35,37,38,39,40,42,48,55,63,66,72,73,22
7,12,18,19,30,32,34,38,39,40,43,45,50,51,52,58,59,69,71,80,39
5,6,12,14,19,36,44,46,48,49,50,52,58,59,61,66,69,70,75,79,59
2,3,8,11,16,20,35,43,52,53,56,59,61,63,64,68,71,74,78,79,35
10,16,19,22,24,25,27,28,35,37,39,46,47,50,53,56,57,60,73,75,56
4,11,12,13,16,20,25,26,31,35,43,44,47,49,51,57,58,70,71,74,71
1,9,12,15,16,26,29,30,33,34,36,38,41,43,47,61,70,71,74,78,34
1,3,6,11,12,13,29,38,44,45,46,52,55,60,64,68,73,75,76,77,3
2,7,11,14,18,20,21,24,25,26,28,33,35,49,52,53,63,64,77,78,18
2,5,8,9,12,21,25,27,31,33,34,36,46,47,58,59,63,68,71,79,31
4,6,8,12,13,19,20,22,25,27,32,35,36,40,53,55,61,62,79,80,40
8,9,13,17,21,24,26,30,33,34,35,36,38,40,45,52,53,57,61,65,57
5,12,17,18,20,26,32,37,40,43,45,51,57,59,61,62,63,70,77,79,57
1,6,11,12,13,21,24,26,27,29,42,49,50,54,68,70,74,78,79,80,13
4,7,16,30,34,35,41,43,45,49,50,53,56,57,63,65,70,75,76,78,41
1,4,9,14,17,19,23,38,40,44,45,49,54,59,60,62,70,71,76,77,77
5,6,11,12,14,23,33,39,40,50,55,57,60,62,64,65,67,72,75,79,23
6,12,14,18,22,23,29,30,35,38,45,48,49,56,59,65,68,76,77,80,12
19,21,25,26,29,32,35,40,45,50,54,58,63,64,69,71,72,73,79,80,40
9,14,17,23,24,32,35,36,38,42,46,48,49,51,56,59,61,65,68,71,71
11,13,19,20,22,23,27,28,30,35,41,55,56,57,60,62,64,65,66,74,22
1,3,7,8,9,12,25,34,35,36,38,39,41,53,57,58,66,68,72,80,66
13,24,28,29,34,35,39,45,50,52,53,54,63,64,65,66,69,70,75,76,29
1,2,8,12,15,20,26,30,35,39,40,42,54,62,63,65,69,70,78,80,63
1,3,17,19,25,27,34,41,44,47,50,58,61,63,64,66,67,69,71,73,44
2,7,8,10,14,15,19,20,21,29,37,40,45,55,56,57,65,68,74,80,80
3,11,13,20,21,32,33,34,36,37,38,58,60,63,68,70,71,72,76,79,68
5,14,23,24,29,30,32,34,38,49,52,53,61,63,64,66,67,70,72,78,30
2,6,15,21,22,28,30,37,45,46,53,59,62,63,64,66,70,74,77,79,37
3,7,8,10,14,15,20,22,25,27,34,37,39,40,41,45,60,69,77,78,27
12,18,20,21,25,26,27,28,32,34,36,40,42,52,55,60,63,70,74,75,55
5,12,18,20,23,24,26,37,40,42,44,49,55,56,61,68,70,71,72,74,70
4,8,16,17,20,22,23,32,35,38,42,45,50,53,56,61,63,64,66,77,56
1,6,12,20,26,28,29,38,44,48,49,50,55,56,57,68,69,70,79,80,48
1,6,13,18,20,23,36,39,41,45,47,51,65,69,70,75,77,78,79,80,45
1,3,4,9,13,28,29,33,36,37,41,45,47,58,62,64,69,72,73,76,13
1,3,13,15,17,21,22,23,30,31,33,35,40,43,44,46,52,57,61,76,52
5,9,11,13,18,22,24,26,27,28,30,34,39,44,51,52,55,64,65,67,26
3,4,5,10,22,25,28,31,37,41,43,45,47,49,51,58,64,66,78,80,28
9,12,13,14,18,20,37,38,45,49,51,53,55,61,65,69,73,74,76,79,14
4,7,8,12,18,21,28,35,39,43,58,59,60,61,67,73,75,78,79,80,61
1,5,9,12,13,15,19,24,29,32,34,35,36,40,46,47,69,71,73,75,69
5,7,9,11,13,17,18,29,35,37,40,41,50,62,67,68,72,75,78,80,18
2,8,14,15,19,20,23,33,36,37,40,41,50,56,57,59,60,64,70,78,57
7,9,18,20,22,24,30,36,40,41,48,51,52,55,58,66,67,68,74,80,41
5,19,24,27,28,29,31,33,34,35,37,41,42,50,51,54,59,62,64,80,33
1,10,13,19,27,28,36,38,44,45,46,49,51,55,58,66,68,74,76,80,51
5,9,14,18,19,24,25,26,30,31,36,41,61,66,67,71,73,76,78,80,36
1,9,10,12,14,17,20,21,26,30,39,40,41,43,55,56,59,63,77,79,40
1,6,7,20,21,25,39,43,48,49,51,53,56,58,60,61,64,73,74,77,7
5,6,7,8,11,14,15,17,19,20,24,41,46,55,59,60,62,64,66,75,8
3,5,7,8,10,17,25,28,29,31,35,48,50,55,56,60,63,74,78,80,80
7,17,20,23,24,39,44,48,49,50,51,52,53,56,57,58,64,77,79,80,24
1,4,6,12,14,16,23,33,35,50,51,59,61,66,69,71,73,75,77,79,35
3,12,18,27,28,31,39,42,46,49,50,51,52,56,59,66,68,74,75,76,18
6,14,15,16,17,20,23,33,34,35,36,54,56,58,64,68,72,74,75,79,58
9,15,17,20,22,25,36,43,44,46,48,56,57,58,64,65,70,72,76,78,76
1,4,9,16,18,20,22,28,34,41,46,47,50,53,54,64,65,66,67,75,34
8,11,15,22,23,24,25,39,42,46,47,50,51,52,60,61,63,67,70,72,61
2,6,13,19,24,28,29,45,49,53,54,58,59,61,67,68,69,76,77,78,28
1,2,5,6,10,11,18,19,21,22,23,27,63,64,65,71,73,74,75,76,71
1,6,10,12,16,24,25,30,32,37,42,46,48,54,58,61,69,72,77,78,78
1,2,9,11,13,28,31,39,41,42,43,47,58,67,68,69,73,74,78,80,68
2,3,5,8,13,15,17,19,20,28,32,33,35,46,49,53,60,63,79,80,2
9,13,16,19,23,25,29,33,45,46,47,52,53,57,61,65,69,70,73,80,52
4,9,13,19,20,21,26,27,29,31,33,42,46,59,60,64,65,70,71,73,42
2,3,4,19,22,40,42,48,49,50,51,52,55,56,58,70,72,73,75,78,72
15,26,27,28,30,31,33,39,41,43,44,52,55,57,59,62,68,69,70,77,77
5,9,11,24,25,26,34,35,36,37,40,43,44,47,50,61,63,64,72,74,36
7,12,14,21,23,24,25,32,42,43,48,55,56,60,62,64,66,74,78,80,23
1,2,4,7,18,26,34,38,39,43,44,48,53,56,58,60,61,63,74,79,18
2,5,7,9,10,13,19,25,30,33,34,40,43,46,57,65,66,71,74,78,25
11,15,16,26,27,32,37,45,46,47,50,57,59,61,66,67,69,70,75,77,77
2,4,5,6,13,16,20,21,34,35,39,41,47,49,53,56,57,67,68,73,68
3,8,9,14,15,21,24,25,31,37,39,43,48,49,53,55,58,61,71,73,48
3,10,12,15,16,21,26,27,29,34,39,40,45,49,51,52,53,60,69,75,27
4,10,14,16,20,21,24,27,29,33,43,47,50,54,56,58,59,61,76,78,21
1,2,6,7,8,13,18,20,23,25,26,27,35,46,60,63,70,75,78,80,78
7,23,25,26,27,28,32,36,42,43,45,52,53,61,64,70,71,74,76,79,27
1,4,7,9,27,29,31,32,34,38,42,45,49,59,64,68,69,70,76,80,38
1,3,6,13,17,21,24,25,29,36,37,43,44,47,50,54,58,60,72,79,24
5,14,22,25,26,29,31,32,38,44,45,46,49,51,55,58,61,67,77,80,46
2,5,12,16,20,21,25,29,34,42,46,55,57,58,59,67,69,70,73,74,69
4,11,12,14,17,25,26,28,34,37,38,42,46,50,57,61,62,65,73,79,38
6,9,16,21,24,27,28,32,33,36,43,46,47,48,53,55,69,70,72,73,24
9,11,15,18,19,24,28,35,37,39,45,48,51,57,60,63,68,72,73,77,57
4,8,12,13,18,22,25,29,41,46,49,50,51,58,61,64,72,73,77,79,41
8,13,15,20,21,26,29,39,45,48,52,56,59,60,61,62,66,69,73,74,8
3,4,12,20,21,23,30,37,47,50,52,54,64,65,66,67,75,77,79,80,20
6,7,19,20,26,31,33,35,37,48,51,54,55,56,63,66,72,74,75,80,75
1,2,9,15,21,28,31,32,33,34,35,36,39,42,44,45,52,57,77,80,34
2,7,16,19,21,22,28,33,39,45,47,48,50,70,71,72,73,75,78,79,79
8,15,17,18,29,31,34,35,37,38,42,52,58,59,60,61,68,70,71,80,52
4,16,17,24,25,26,27,30,41,43,50,51,57,59,62,63,66,67,77,80,4
10,12,14,17,28,29,30,37,43,45,47,56,58,59,61,67,68,69,73,75,45
4,6,13,18,20,28,30,32,33,34,35,42,49,53,60,63,66,68,73,74,28
4,14,22,24,25,29,32,33,36,44,47,48,51,52,59,68,71,75,76,78,4
12,16,20,24,25,26,28,29,32,38,41,43,50,54,56,58,65,66,71,77,66
1,5,8,11,12,16,28,33,40,41,42,47,50,57,59,64,67,68,70,80,40
3,4,8,10,12,13,21,23,31,32,40,46,48,54,62,64,66,71,74,77,54
28,30,31,32,38,40,46,52,53,55,58,61,62,64,70,71,73,76,77,79,64
3,4,7,10,13,16,19,25,30,44,47,60,61,67,69,74,75,76,77,78,4
6,8,11,15,17,22,23,32,40,41,43,46,49,51,54,55,58,75,77,78,23
2,3,4,6,8,17,18,22,24,30,39,40,49,50,54,55,63,65,75,77,22
2,3,6,10,11,13,14,16,20,26,32,39,40,41,51,58,60,66,68,80,3
3,4,18,22,27,29,32,33,34,41,47,48,50,51,53,67,74,75,78,80,22
5,9,10,13,17,19,21,27,33,38,42,46,53,54,57,61,67,69,71,74,57
1,3,9,10,13,14,15,23,26,31,44,48,49,51,58,64,65,67,75,78,51
1,9,12,14,18,20,22,24,29,30,32,33,45,47,57,64,67,68,76,78,29
1,2,7,10,13,18,41,42,46,47,49,53,59,62,64,65,71,75,76,80,62
1,6,7,9,11,13,14,17,19,21,23,35,48,49,62,65,66,68,69,77,1
4,5,8,10,14,16,17,18,30,31,40,44,46,50,51,58,67,69,73,76,73
6,8,9,14,15,25,27,31,33,40,44,47,53,55,61,66,67,76,78,79,61
6,8,14,16,19,21,28,30,33,37,42,45,48,54,57,59,65,67,72,79,14
1,3,6,14,19,29,34,38,42,44,50,53,65,66,68,70,71,72,74,78,19
1,4,8,10,12,13,15,16,19,20,33,42,48,49,52,67,72,73,78,79,48
4,6,7,10,11,14,19,21,29,32,39,40,43,47,64,69,70,71,76,80,4
5,10,15,20,21,31,32,34,39,43,47,48,49,51,53,64,65,72,77,78,31
1,2,3,7,15,16,21,22,25,33,36,37,39,42,45,47,58,65,71,76,47
3,4,6,10,11,17,20,22,26,30,32,43,46,52,57,61,65,71,78,80,57
6,12,15,17,19,22,24,33,39,46,52,55,58,60,64,65,70,72,75,80,75
1,8,10,20,22,25,40,41,45,53,54,56,60,65,68,70,74,75,76,80,65
5,6,7,15,16,20,21,28,29,31,32,35,49,53,61,67,69,71,76,79,67
4,7,13,14,15,16,23,30,32,33,34,36,40,48,53,58,62,63,68,77,62
3,5,16,18,22,23,29,33,42,47,48,52,54,66,70,74,75,77,79,80,66
9,10,13,15,18,21,26,27,29,31,36,39,40,47,51,58,66,72,76,79,21
4,6,11,12,15,16,24,25,27,33,34,37,39,46,49,50,53,63,73,80,34
3,6,9,16,17,20,23,32,35,36,42,51,57,61,62,69,70,73,75,77,16
3,4,5,9,11,17,18,20,28,30,41,42,46,51,52,59,62,66,71,77,71
3,6,13,15,23,31,37,39,45,46,48,50,56,58,59,61,65,71,73,78,50
6,19,21,22,26,27,28,31,34,40,47,51,56,59,62,63,66,67,75,77,27
6,7,12,13,33,37,38,46,52,53,56,57,59,62,66,67,68,70,75,79,6
5,8,13,15,19,21,23,25,26,31,32,34,36,37,53,55,62,64,70,78,5
7,9,20,26,31,33,39,40,41,43,48,50,52,62,64,67,70,75,77,80,67
5,7,23,25,27,28,29,31,32,33,38,41,44,48,51,56,62,64,69,80,62
4,5,15,16,19,29,30,36,42,45,48,58,59,60,61,72,75,76,78,80,30
1,20,22,25,31,33,35,36,39,40,42,45,46,57,67,68,70,75,78,79,31
4,6,11,13,19,20,25,28,33,47,49,50,51,54,57,58,65,67,72,73,19
3,4,7,10,15,23,26,40,47,55,57,60,62,63,65,68,71,75,76,80,65
4,5,15,17,19,20,24,34,35,38,48,50,55,58,62,63,64,66,70,74,50
2,3,9,11,12,13,15,16,19,22,34,36,37,41,42,62,63,64,65,76,11
1,3,5,11,12,13,14,15,18,19,28,32,41,51,58,59,60,65,71,75,1
1,2,7,12,17,18,25,26,34,39,41,45,50,54,58,64,68,71,75,79,17
2,3,6,10,12,13,16,30,35,38,39,40,41,51,62,65,66,76,77,79,16
10,13,14,15,16,17,24,26,27,28,29,35,41,45,54,55,58,60,61,78,17
3,5,7,11,21,24,25,26,32,40,44,45,48,55,56,60,66,76,78,79,32
2,3,14,15,16,18,25,30,47,48,49,54,57,59,62,66,67,72,76,78,14
2,5,6,10,15,23,25,28,29,36,37,38,45,47,50,54,61,65,73,76,23
3,10,13,16,17,18,20,24,36,42,43,46,51,57,60,61,65,66,79,80,3
11,16,19,20,25,27,30,31,35,37,45,46,48,55,61,62,67,69,73,76,11
3,8,11,12,25,26,34,35,37,39,41,42,46,54,55,59,61,64,77,80,59
1,5,9,10,18,20,32,39,40,51,56,59,61,64,67,68,70,72,74,77,5
1,5,7,11,18,28,30,39,43,46,47,48,54,58,59,65,68,74,78,80,78
1,2,4,8,16,18,24,26,28,31,32,39,40,45,47,49,56,61,70,71,49
1,2,9,10,14,15,16,17,20,30,38,39,40,44,48,55,61,62,71,76,48
1,4,8,13,18,19,25,27,31,37,39,45,51,53,59,62,64,67,72,79,72
10,11,12,19,20,24,26,29,30,36,37,42,45,46,53,59,61,62,67,78,12
8,16,21,22,24,26,31,34,37,38,44,46,49,51,57,60,61,62,75,76,75
3,7,8,10,25,27,29,31,32,33,34,36,48,51,52,53,61,66,69,74,69
1,5,7,10,17,23,24,25,26,29,34,39,40,43,47,55,60,75,78,79,26
5,7,10,13,17,18,19,21,23,34,61,63,66,67,68,69,70,71,72,77,66
4,7,14,17,19,20,28,31,33,35,39,42,46,47,56,58,66,69,70,72,4
2,7,9,12,15,16,17,19,25,32,33,34,36,42,54,55,60,68,70,72,72
1,2,4,7,8,10,14,19,25,26,36,42,56,57,61,63,67,68,70,71,25
2,3,10,11,14,21,31,33,43,46,49,53,55,58,61,63,69,74,75,76,55
9,13,17,23,25,26,27,30,39,43,52,55,56,58,61,62,64,69,71,77,55
4,16,17,19,22,23,24,25,28,30,36,38,40,43,57,61,64,69,75,80,43
5,10,11,13,18,21,23,24,32,36,41,42,43,50,51,54,55,58,63,75,24
5,6,9,11,13,14,19,20,29,30,44,49,53,59,60,68,71,72,78,80,20
8,11,15,16,25,31,34,35,39,41,42,43,49,53,56,58,59,63,71,76,35
5,7,11,15,20,21,25,26,29,31,35,43,44,50,61,63,64,66,68,71,43
6,8,9,17,18,19,23,26,27,35,41,45,54,55,57,60,72,76,77,80,55
3,16,21,22,25,27,28,44,46,49,53,57,60,63,64,67,71,72,74,76,3
2,5,11,17,19,26,27,32,33,34,41,46,48,50,54,55,71,73,77,79,48
6,10,16,17,19,20,22,23,29,33,36,43,49,56,59,60,64,68,77,78,19
4,5,10,11,19,25,28,45,48,49,51,57,58,63,64,65,66,67,68,78,64
4,7,8,19,25,30,32,35,36,37,38,40,45,50,60,61,62,69,74,77,77
4,10,13,15,18,24,26,33,40,41,43,44,58,60,62,63,65,73,77,80,18
6,7,11,16,17,22,27,33,35,36,38,48,53,58,59,63,65,69,73,78,6
2,3,6,8,13,22,25,30,32,40,42,44,52,54,55,61,67,73,74,80,42
1,2,3,8,16,22,29,30,33,34,46,49,60,62,64,67,74,77,78,80,62
5,7,10,13,15,26,28,30,40,42,46,48,49,50,56,59,63,68,74,79,68
3,4,8,9,14,23,28,30,36,39,47,55,60,61,64,67,68,71,74,75,3
1,2,17,25,26,28,29,33,34,36,37,38,40,42,43,47,49,62,64,79,43
1,4,5,6,21,28,30,32,33,38,41,45,50,57,62,63,65,66,75,78,41
4,5,9,13,16,18,21,22,31,32,36,38,50,52,53,57,62,71,74,78,57
3,13,19,23,24,25,27,33,34,37,38,43,46,65,69,73,74,78,79,80,19
7,8,15,18,19,21,23,25,27,28,33,35,38,41,49,58,63,64,74,77,77
5,11,13,15,16,20,23,25,32,33,35,40,42,52,62,63,73,75,76,79,33
2,5,7,19,20,24,30,32,37,38,47,48,50,53,54,60,72,74,77,78,2
2,3,6,9,13,21,23,35,36,41,44,45,48,58,65,66,67,72,76,80,66
6,10,15,18,27,28,29,31,32,37,41,45,48,63,65,68,69,70,72,77,65
8,19,21,22,25,26,28,29,36,37,44,45,49,51,54,55,72,74,79,80,79
5,6,9,14,15,17,25,31,35,36,42,48,52,54,57,60,61,69,71,76,17
7,9,10,17,18,22,27,31,37,42,45,49,55,59,60,66,69,71,76,78,37
4,8,11,13,20,24,30,37,38,49,51,53,54,55,56,60,62,75,79,80,38
3,6,14,21,26,28,29,43,46,49,52,53,54,55,58,67,75,77,78,80,6
4,13,14,18,25,27,29,30,32,35,36,42,43,45,54,65,69,70,71,76,32
3,11,14,23,25,26,27,29,32,37,39,43,44,46,49,56,58,59,69,72,44
10,12,14,15,36,37,38,39,42,44,47,50,52,53,55,60,62,66,70,71,70
5,9,18,19,23,27,31,36,38,40,43,45,50,53,57,60,63,64,72,73,31
8,12,22,30,34,35,39,44,45,48,49,53,54,55,61,64,65,67,68,71,61
3,6,9,10,13,14,17,29,32,33,41,42,43,56,64,72,73,75,79,80,3
12,17,24,25,28,29,31,32,34,35,38,47,48,59,64,69,70,76,77,78,35
3,5,6,13,16,17,21,23,28,29,34,44,54,57,61,65,68,72,74,78,74
1,4,5,8,9,10,12,16,25,26,38,42,47,48,54,59,61,67,74,75,47
2,5,6,10,11,12,20,28,31,37,39,41,44,46,59,60,61,64,75,76,76
1,6,10,13,14,17,19,26,28,30,42,46,47,48,57,61,68,73,77,80,61
1,12,15,19,25,38,40,44,45,53,54,56,57,59,60,61,63,64,73,79,59
3,7,11,21,25,29,34,35,37,38,44,47,54,55,56,57,61,69,74,80,74
5,8,9,12,14,19,20,27,28,32,34,38,45,47,59,60,67,68,75,77,67
2,10,12,16,19,21,23,29,30,36,38,40,46,53,54,58,61,66,68,70,54
3,5,6,8,10,12,16,18,19,24,30,32,33,52,53,56,60,64,66,74,53
11,12,19,29,30,31,33,34,36,38,43,52,56,64,65,69,70,73,76,79,29
7,8,13,15,17,18,23,24,36,49,52,61,63,65,67,69,75,78,79,80,13
2,9,10,11,15,17,24,28,30,33,42,45,47,48,49,58,59,66,77,80,59
3,6,9,12,16,19,25,36,37,41,42,46,49,51,52,65,68,69,78,79,41
3,4,5,7,8,16,19,20,33,34,39,55,56,57,60,62,67,76,79,80,39
5,10,12,17,21,27,29,30,36,37,40,42,43,46,52,54,58,59,74,79,12
7,9,13,14,16,17,22,24,28,32,35,39,42,43,54,58,61,62,72,76,14
8,10,11,18,29,30,31,37,42,50,57,60,62,69,70,72,73,74,77,78,18
1,4,5,10,18,21,24,27,32,34,36,38,50,51,52,53,54,58,60,72,53
3,10,11,17,18,20,26,30,33,38,39,42,49,50,60,63,64,65,67,80,60
6,13,21,25,35,40,49,52,55,57,61,62,65,66,71,73,74,75,76,80,49
5,9,12,17,18,22,30,31,40,41,42,49,50,51,58,65,69,71,76,77,18
8,14,17,23,34,37,41,43,44,45,48,49,52,54,58,69,76,78,79,80,79
2,3,8,12,20,22,23,25,32,34,38,39,41,49,59,65,70,71,78,79,49
2,4,15,22,28,29,30,35,36,38,39,48,53,57,58,59,62,66,70,76,62
5,8,11,13,22,27,32,33,34,54,56,57,64,65,67,68,70,74,77,80,11
6,9,10,13,16,22,23,24,26,33,35,36,37,42,50,53,60,70,73,80,22
2,5,12,17,19,21,26,33,35,39,44,51,52,53,54,56,57,62,70,80,26
1,2,4,9,11,13,17,26,31,33,34,36,46,47,56,58,60,71,74,80,71
7,9,11,26,27,28,34,36,40,45,47,51,55,63,64,65,69,73,76,80,69
1,4,8,26,27,28,31,36,38,39,40,47,48,54,56,67,68,72,75,77,39
1,5,9,15,18,21,27,30,31,39,40,41,43,47,48,56,68,73,74,77,39
11,12,13,14,15,17,20,26,29,35,38,44,54,56,63,64,65,66,67,69,54
1,10,12,18,20,24,27,31,35,36,37,45,48,49,52,54,56,61,62,79,36
4,6,7,9,16,17,18,27,29,31,36,38,50,52,61,65,68,69,76,78,50
4,6,14,26,32,37,38,44,54,55,56,57,58,59,61,63,65,67,71,74,26
2,4,8,9,10,13,18,22,31,32,33,37,42,52,53,62,63,65,71,73,53
9,15,16,17,21,22,26,27,30,31,32,35,36,37,43,46,47,57,63,66,31
3,10,11,13,14,25,26,28,33,37,39,40,46,47,57,60,64,65,69,76,10
4,5,11,12,22,23,24,25,32,33,36,37,43,52,53,60,61,65,68,76,12
2,3,4,5,11,12,14,25,26,28,35,40,43,48,49,54,56,65,69,72,69
3,14,15,18,19,20,21,26,30,31,42,43,48,49,54,56,58,61,71,75,31
1,7,12,15,19,20,25,26,30,32,34,35,39,45,47,48,50,56,69,77,50
1,5,6,12,14,15,23,27,28,32,35,36,37,42,62,63,64,70,77,80,27
1,9,10,12,16,20,23,27,29,32,38,43,45,52,57,64,65,69,71,73,10
1,4,7,17,20,21,23,25,39,40,41,43,53,56,58,70,73,77,78,80,1
1,2,5,12,17,18,22,24,25,31,38,39,48,53,56,59,61,65,67,76,18
4,5,11,19,20,23,29,31,39,42,45,48,49,54,57,58,65,68,70,76,31
1,2,8,15,18,21,23,29,31,33,35,37,39,41,42,55,58,64,73,80,41
1,2,5,8,9,12,14,18,20,27,28,33,51,53,60,64,65,69,77,80,28
4,5,6,8,9,11,13,15,21,25,28,40,41,49,53,54,60,70,78,80,4
8,13,14,19,25,27,28,29,30,40,44,50,51,54,59,62,64,67,79,80,29
2,8,14,16,18,25,28,30,35,37,40,44,53,61,62,65,67,70,72,80,35
3,9,14,16,20,23,30,35,36,39,44,45,48,52,61,64,67,69,71,74,44
5,11,13,15,17,22,23,25,26,35,37,41,49,53,54,59,63,66,68,74,41
7,15,26,27,29,38,41,42,44,46,48,55,59,62,65,68,71,76,79,80,48
13,21,22,24,31,34,35,37,38,44,45,51,52,53,56,59,65,70,76,80,35
1,3,4,8,13,23,31,35,48,50,52,54,57,60,62,70,71,72,75,79,60
4,5,7,8,11,13,16,18,20,25,29,36,42,45,50,65,70,77,78,79,36
1,4,13,17,19,21,29,30,31,38,39,43,47,48,55,63,69,71,77,78,55
17,18,19,24,37,39,40,41,44,48,52,55,58,61,62,63,66,73,75,80,80
